Symbol,Adj Close,Close,High,Low,Open,Volume
scb.bk,60.84089660644531,66.5,68.25,58.25,60.0,37696400.0
aot.bk,56.172645568847656,56.5,59.0,46.75,48.0,134202700.0
bh.bk,116.54173278808594,122.5,125.0,111.5,117.0,6010100.0
ptt.bk,24.827640533447266,26.25,28.0,26.25,27.0,168223100.0
scb.bk,56.95256805419922,62.25,65.75,62.0,62.5,13985700.0
aot.bk,49.71030807495117,50.0,54.25,50.0,53.0,66908700.0
bh.bk,108.93083953857422,114.5,120.0,111.5,117.0,3509700.0
ptt.bk,24.5911865234375,26.0,27.5,26.0,26.5,193054600.0
scb.bk,56.723838806152344,62.0,64.0,61.75,61.75,15415600.0
aot.bk,49.21320343017578,49.5,51.25,49.5,50.0,50698800.0
bh.bk,109.8822021484375,115.5,120.5,113.5,114.0,1990900.0
ptt.bk,25.064096450805664,26.5,27.25,25.5,26.5,121063700.0
scb.bk,56.26639175415039,61.5,65.25,61.0,63.25,17521800.0
aot.bk,48.71609878540039,49.0,51.25,48.5,50.0,50344400.0
bh.bk,114.16332244873047,120.0,124.0,115.5,115.5,2555700.0
ptt.bk,24.354732513427734,25.75,26.0,24.600000381469727,25.0,156500700.0
scb.bk,56.26639175415039,61.5,62.5,59.0,59.75,10450400.0
aot.bk,46.72768783569336,47.0,48.0,45.25,46.75,53845000.0
bh.bk,122.72557067871094,129.0,131.5,118.0,118.0,3163900.0
ptt.bk,27.901538848876953,29.5,29.5,26.75,27.25,199378000.0
scb.bk,59.46854782104492,65.0,65.0,62.25,64.0,23678500.0
aot.bk,53.43857955932617,53.75,53.75,49.0,49.5,68263200.0
bh.bk,123.67694091796875,130.0,133.0,127.5,132.0,2383500.0
ptt.bk,25.773456573486328,27.25,28.5,26.5,27.0,166909300.0
scb.bk,53.292964935302734,58.25,61.0,58.0,59.5,15997600.0
aot.bk,46.97623825073242,47.25,50.0,47.0,48.25,53805200.0
bh.bk,117.9687728881836,124.0,131.5,123.0,126.0,2496200.0
ptt.bk,27.428630828857422,29.0,29.75,27.75,29.25,185795900.0
scb.bk,53.97914123535156,59.0,60.75,58.75,60.5,12688600.0
aot.bk,47.72189712524414,48.0,50.75,46.5,50.0,65675600.0
bh.bk,119.87149047851562,126.0,127.5,123.0,126.0,2594400.0
ptt.bk,29.55671501159668,31.25,32.75,29.5,30.0,225148500.0
scb.bk,55.58021545410156,60.75,61.75,59.25,61.0,16970700.0
aot.bk,49.958858489990234,50.25,51.5,49.0,49.75,51101100.0
bh.bk,122.24988555908203,128.5,130.5,127.0,129.5,2028600.0
ptt.bk,29.55671501159668,31.25,32.0,30.5,30.75,142242900.0
scb.bk,58.553646087646484,64.0,64.75,60.0,60.75,19923800.0
aot.bk,50.45595932006836,50.75,51.0,49.75,49.75,32934700.0
bh.bk,111.18020629882812,115.0,120.0,107.5,107.5,14579700.0
ptt.bk,28.374446868896484,30.0,31.75,29.5,31.5,148090400.0
scb.bk,60.6121711730957,66.25,69.25,65.0,65.75,33653000.0
aot.bk,50.2074089050293,50.5,52.5,50.0,52.5,36509500.0
bh.bk,108.27986145019531,112.0,117.5,112.0,117.5,2879800.0
ptt.bk,27.428630828857422,29.0,29.0,29.0,29.0,7500500.0
scb.bk,59.0110969543457,64.5,64.5,64.5,64.5,674100.0
aot.bk,49.461753845214844,49.75,50.25,49.0,50.0,32353800.0
bh.bk,106.82968139648438,110.5,111.5,108.0,111.0,1579400.0
ptt.bk,29.08380889892578,30.75,30.75,29.0,29.0,113739000.0
scb.bk,63.356876373291016,69.25,69.25,64.5,64.5,21110900.0
aot.bk,50.45595932006836,50.75,51.5,50.25,51.0,36759400.0
bh.bk,110.21342468261719,114.0,114.5,111.0,111.5,1596300.0
ptt.bk,28.610898971557617,30.25,31.25,30.0,30.25,112603400.0
scb.bk,61.98452377319336,67.75,70.5,67.75,68.25,18548200.0
aot.bk,49.21320343017578,49.5,51.0,49.25,50.0,41862500.0
bh.bk,110.21342468261719,114.0,114.5,113.0,113.0,1286500.0
ptt.bk,31.921253204345703,33.75,34.5,30.5,30.75,235135400.0
scb.bk,62.89942932128906,68.75,68.75,66.75,67.75,13224600.0
aot.bk,49.958858489990234,50.25,50.75,49.25,49.75,36141200.0
bh.bk,111.18020629882812,115.0,115.0,113.0,114.0,1512300.0
ptt.bk,33.5764274597168,35.5,36.75,34.0,35.5,267035700.0
scb.bk,61.755794525146484,67.5,69.0,67.0,69.0,14831400.0
aot.bk,49.71030807495117,50.0,50.75,50.0,50.5,14389100.0
bh.bk,109.73003387451172,113.5,116.0,113.0,115.5,1083100.0
ptt.bk,36.17741775512695,38.25,38.75,37.0,38.5,214399300.0
scb.bk,67.47392272949219,73.75,73.75,69.75,71.25,23186800.0
aot.bk,57.16685485839844,57.5,57.5,52.5,53.5,75766900.0
bh.bk,114.08055877685547,118.0,119.5,114.5,116.0,2220300.0
ptt.bk,34.049339294433594,36.0,37.5,35.75,37.5,171353300.0
scb.bk,70.2186279296875,76.75,78.0,73.0,73.75,29186200.0
aot.bk,56.421199798583984,56.75,57.25,55.0,57.25,51460200.0
bh.bk,114.08055877685547,118.0,118.5,115.5,118.0,1250600.0
ptt.bk,33.81288146972656,35.75,37.25,35.0,37.0,155937800.0
scb.bk,70.94253540039062,73.5,75.5,72.75,73.0,30301700.0
aot.bk,56.421199798583984,56.75,60.0,56.25,56.75,57493200.0
bh.bk,113.59716796875,117.5,120.0,116.0,117.5,1549700.0
ptt.bk,34.049339294433594,36.0,36.25,34.5,35.0,79974300.0
scb.bk,67.80561828613281,70.25,73.0,69.25,73.0,16512700.0
aot.bk,56.91830062866211,57.25,57.25,56.25,56.25,23715200.0
bh.bk,113.11377716064453,117.0,119.5,116.0,117.0,1318200.0
ptt.bk,33.81288146972656,35.75,36.0,35.0,35.5,65183100.0
scb.bk,67.08171844482422,69.5,70.0,68.25,69.0,11605200.0
aot.bk,55.4269905090332,55.75,56.5,52.75,56.5,56568400.0
bh.bk,112.63037872314453,116.5,117.5,115.5,117.0,747500.0
ptt.bk,34.049339294433594,36.0,36.5,35.75,36.25,79894600.0
scb.bk,69.4947280883789,72.0,72.5,69.75,70.25,16028100.0
aot.bk,55.924095153808594,56.25,57.0,55.25,56.0,41546600.0
bh.bk,120.36465454101562,124.5,126.0,117.5,118.0,3153500.0
ptt.bk,33.5764274597168,35.5,36.0,35.0,35.5,89542500.0
scb.bk,67.80561828613281,70.25,71.5,70.0,71.5,12384500.0
aot.bk,54.43278503417969,54.75,56.25,54.75,55.5,31083200.0
bh.bk,114.56395721435547,118.5,125.0,117.5,124.0,1950000.0
ptt.bk,31.44834327697754,33.25,35.25,33.0,35.0,129900200.0
scb.bk,66.11650848388672,68.5,70.0,68.5,69.25,12615400.0
aot.bk,53.687129974365234,54.0,55.25,54.0,54.5,26129900.0
bh.bk,112.14698791503906,116.0,118.5,115.5,117.0,1279600.0
ptt.bk,32.39415740966797,34.25,34.75,33.25,34.5,122747300.0
scb.bk,66.84041595458984,69.25,70.25,68.0,70.0,12528000.0
aot.bk,58.16106033325195,58.5,58.5,55.5,55.75,51936400.0
bh.bk,114.08055877685547,118.0,119.5,116.5,117.5,1037700.0
ptt.bk,33.3399772644043,35.25,35.75,33.75,34.0,87463700.0
scb.bk,69.25342559814453,71.75,72.25,68.75,68.75,28632400.0
aot.bk,61.640777587890625,62.0,63.25,58.25,58.5,72231800.0
bh.bk,116.01412963867188,120.0,121.5,118.5,119.0,1251000.0
ptt.bk,32.15770721435547,34.0,34.75,33.75,34.5,109237800.0
scb.bk,67.3230209350586,69.75,70.5,69.25,70.0,19403500.0
aot.bk,60.149471282958984,60.5,61.25,60.0,60.5,43351300.0
bh.bk,115.04734802246094,119.0,121.5,118.0,118.0,857500.0
ptt.bk,31.44834327697754,33.25,33.75,32.5,33.25,145407200.0
scb.bk,64.668701171875,67.0,68.75,66.5,68.5,22205100.0
aot.bk,60.89512634277344,61.25,61.25,58.25,60.25,46722900.0
bh.bk,116.49752807617188,120.5,120.5,117.5,117.5,852900.0
